,entid,ENTTYPE,INDUSTRYPHY,ent_name,region_id,rc_cf,rc_le,rc_op,rc_ot,follow,level
293,137817615,54,2,mAspen,52,0.001966798,0.002381788,0.003172618,0.992237389,0,SSS
294,138127594,25,2,fAspen,22,0.148972243,0.004170523,0.006619841,0.839693129,1,SSS
295,138139524,25,2,mAston,94,0.112643786,0.026859585,0.002971976,0.856791496,0,SSS
296,138912471,32,10,fAstrid,79,0.00286657,0.004167688,0.020055238,0.972372413,1,SSS
297,139635497,53,11,mAthan,95,0.001626503,0.033105753,0.005896059,0.959029078,0,C
298,140150149,35,2,fAthena,59,0.008342918,0.005118366,0.024406619,0.96149385,1,SSS
299,140245352,45,11,fAthene,12,0.00565123,0.007265993,0.005068615,0.981446326,1,C
300,140640476,36,11,mAtticus,57,0.191437274,0.013573623,0.017874341,0.776040912,0,C
301,140970874,48,16,fAubreanna,96,0.420798361,0.006906162,0.012697395,0.557797492,0,SSS
302,141454360,65,11,fAubree,65,0.008995668,0.01846382,0.003699526,0.94225353,1,SSS
303,141735269,37,5,fAubrey,8,0.005225347,0.0029522,0.002993067,0.988548756,1,SSS
304,141783243,73,5,mAubrey,44,0.008005301,0.005481148,0.003586522,0.982441604,0,SSS
305,143154289,41,5,fAudra,20,0.007372022,0.01452748,0.002479468,0.97511363,0,SSS
306,143184261,73,7,fAudrey,50,0.004178486,0.100299641,0.015298536,0.879065871,1,SSS
307,143669928,44,5,fAudrina,84,0.004613341,0.014861792,0.005652463,0.974308014,1,SSS
308,143871515,2,5,mAudwin,46,0.021652929,0.109603114,0.194503173,0.670644224,0,SSS
309,144258549,67,2,mAugust,2,0.142176613,0.006450899,0.012450387,0.838180423,1,SSS
310,144754142,16,14,fAugustina,65,0.001970398,0.005104159,0.004292681,0.231206551,1,SSS
311,145669153,71,14,mAugustus,38,0.009945188,0.02220978,0.052137267,0.913886011,1,SSS
312,146105234,60,11,fAurelia,40,0.001348573,0.002717696,0.001745213,0.993982136,1,SSS
313,146477661,40,11,fAurora,75,0.060160603,0.019333456,0.003335275,0.91666615,0,C
314,147068138,33,11,mAusten,65,0.019186508,0.192623213,0.035717096,0.748670697,1,C
315,147245743,48,12,mAustin,7,0.009784924,0.035558827,0.011344412,0.940855324,1,SSS
316,147904896,66,5,fAutumn,52,0.080316663,0.005180091,0.008127668,0.905477285,1,SSS
317,147928195,53,17,fAva,77,0.003231874,0.043485042,0.013989032,0.356812328,1,C
318,148379961,46,10,fAvalon,40,0.002969272,0.002032559,0.002504732,0.99217093,1,SSS
319,149818750,40,12,mAvery,19,0.040572643,0.012321402,0.019585723,0.925123274,1,SSS
320,150481980,18,10,fAvery,30,0.00246914,0.004558404,0.002809709,0.049609371,0,SSS
321,150680780,11,10,fAvril,19,0.001506257,0.009889225,0.008148118,0.979954898,1,C
322,150804109,52,0,mAxel,47,0.010115425,0.016769571,0.012285102,0.503086209,1,SSS
323,151317525,0,2,fAya,54,0.029206069,0.029126793,0.016324237,0.923272073,0,SSS
324,152243667,52,12,mAyaan,4,0.071940497,0.000591616,0.003515298,0.923795998,0,SSS
325,152407126,0,15,fAyana,24,0.007600197,0.059999734,0.054524053,0.875555217,1,SSS
326,152782330,67,5,fAyanna,28,0.207966596,0.003933925,0.007301123,0.779705405,0,SSS
327,153234185,44,11,mAyden,19,0.025683355,0.018776864,0.004601916,0.950246632,0,C
328,153977630,12,0,fAyesha,20,0.048421212,0.096521623,0.055596612,0.79569006,0,SSS
329,154066294,67,9,fAyisha,35,0.003383178,0.001178403,0.007900272,0.975866616,0,C
330,154272640,18,6,fAyla,69,0.010677014,0.12564829,0.075482883,0.78562367,0,SSS
331,154484947,69,17,fAzalea,41,0.005441272,0.0200388,0.204406127,0.76806432,0,SSS
332,155013668,68,2,fAzaria,52,0.003495103,0.00086374,0.001387369,0.994050205,0,SSS
333,155216573,33,6,fAzariah,2,0.00736452,0.034194171,0.040222138,0.915394664,0,SSS
334,155257697,69,11,fBailey,88,0.727181196,0.001688075,0.004773696,0.265793622,0,SSS
335,155368557,56,17,mBailey,21,0.014660161,0.278342664,0.047489706,0.655404806,0,SSS
336,156400462,22,5,mBarack,92,0.005079763,0.005534837,0.007130265,0.981896996,1,SSS
337,156971183,0,5,fBarbara,70,0.01390284,0.005218433,0.002744526,0.977719307,0,SSS
338,157545813,37,5,fBarbie,15,0.013385881,0.034033403,0.005441034,0.945969522,0,SSS
339,157854380,32,5,mBarclay,32,0.018420735,0.007725198,0.017996328,0.955376863,1,SSS
340,158066815,71,9,mBarnaby,8,0.750506878,0.00271375,0.0055143,0.240471303,1,SSS
341,158158746,70,2,mBarney,43,0.001647294,0.001857082,0.001442716,0.994842231,1,SSS
342,158286222,70,2,mBarrett,52,0.000790341,0.002272263,0.008280696,0.988301337,0,SSS
343,158845265,66,12,mBarron,17,0.005248709,0.783329844,0.063535973,0.146450073,0,SSS
344,159087101,62,8,mBarry,78,0.003551453,0.016055131,0.057205923,0.922109365,1,SSS
345,159430594,49,10,mBart,60,0.002157629,0.016209014,0.648031414,0.333005339,0,SSS
346,159915398,38,10,mBartholomew,97,0.005490098,0.005500165,0.010363067,0.977994621,1,C
347,160269670,59,11,mBasil,78,0.001847618,0.103851482,0.002152137,0.891811371,1,SSS
348,160686749,2,2,mBastian,5,0.027679371,0.107408002,0.027912363,0.831768394,0,SSS
349,160897946,37,6,mBaxter,64,0.001820554,0.053242989,0.042459566,0.902182579,1,SSS
350,160936990,0,12,mBay,96,0.007185559,0.004949975,0.016161771,0.97098577,1,SSS
351,161179732,64,14,fBay,59,0.709460378,0.001311632,0.005565722,0.283149987,0,SSS
352,161379761,47,5,fBaylee,34,0.145364746,0.014738279,0.017383676,0.821093917,1,SSS
353,161921296,67,5,mBaylor,99,0.016086401,0.02566817,0.04185513,0.913802683,1,SSS
354,161927179,30,5,fBea,10,0.011088207,0.03914183,0.085058711,0.862533212,0,SSS
355,162983192,55,5,mBear,90,0.005841543,0.039597206,0.11107967,0.841483951,0,SSS
356,163033315,21,5,fBeatrice,44,0.004235857,0.007899621,0.016025018,0.970905721,1,SSS
357,163124529,73,2,fBeatrix,93,0.012381679,0.020291192,0.041452426,0.924335897,0,SSS
358,163170246,73,17,mBeau,12,0.006711859,0.33861044,0.028596092,0.624000847,0,SSS
359,163334210,39,11,fBecca,85,0.012871727,0.026919324,0.16465649,0.792697191,0,SSS
360,163511238,73,5,fBeccy,80,0.006030283,0.025380574,0.015537065,0.160437688,0,SSS
361,163842820,10,2,mBeck,35,0.013614938,0.086435527,0.22322987,0.674127817,1,SSS
362,164756503,5,12,mBeckett,57,0.01546878,0.008528947,0.051656485,0.92309618,1,SSS
363,165029844,32,11,fBecky,13,0.012339449,0.036179133,0.12064641,0.828118622,1,C
364,166934229,72,5,fBelinda,30,0.019104775,0.089664064,0.100822739,0.787250996,1,SSS
365,167388467,65,11,fBella,75,0.013261414,0.077017099,0.102960303,0.804003775,0,SSS
366,167401125,70,5,mBellamy,1,0.005474088,0.022639686,0.072779909,0.897375882,1,SSS
367,168167271,40,11,fBellatrix,15,0.054264735,0.015261699,0.013896094,0.915393353,1,C
368,169375120,37,10,fBelle,35,0.034323145,0.04260372,0.144214913,0.775810719,1,SSS
369,170232516,7,7,mBen,94,0.010757363,0.064497389,0.074466683,0.847291768,0,SSS
370,172206649,18,5,mBenedict,60,0.00162897,0.009010782,0.047903113,0.159107074,1,SSS
371,172923780,7,4,fBenita,14,0.005439601,0.048099928,0.044035565,0.900538981,0,SSS
372,173254885,72,17,mBenjamin,93,0.003112392,0.045995839,0.005099104,0.945222855,0,C
373,173425626,29,11,mBenji,71,0.015272745,0.012194019,0.085638382,0.884828806,0,C
374,173537668,73,5,mBenjy,44,0.009512263,0.005362735,0.019452691,0.964319885,0,SSS
375,174016066,44,2,mBennett,92,0.044514831,0.008822867,0.034015879,0.910972595,0,SSS
376,176043597,45,11,mBennie,80,0.006480587,0.017307162,0.104594894,0.869261861,1,C
377,176126365,68,5,mBenny,53,0.0152154,0.006539682,0.134673491,0.841320634,1,SSS
378,176450308,41,12,mBenson,12,0.03257468,0.009349305,0.069151491,0.886297107,0,SSS
379,178105663,53,10,mBentley,93,0.024420623,0.011816897,0.036264792,0.92496568,0,SSS
380,178322777,72,5,mBently,91,0.014031839,0.010726804,0.043527234,0.930301249,0,SSS
381,178632942,36,2,fBernadette,16,0.034648329,0.008070767,0.04391139,0.910923302,0,SSS
382,178730157,54,5,mBernard,91,0.02163323,0.02772215,0.080069035,0.86797446,1,SSS
383,178857043,58,11,mBernardo,99,0.004206138,0.00713292,0.024621127,0.962697268,0,SSS
384,179267227,50,4,fBernice,42,0.010308233,0.062652357,0.054529615,0.870152175,1,SSS
385,179320552,27,4,mBernie,33,0.005106232,0.03339301,0.176807731,0.782435298,0,SSS
386,179960664,10,5,mBert,7,0.029651551,0.188197702,0.021907149,0.758103013,1,SSS
387,180058780,2,2,fBertha,75,0.022844853,0.021410862,0.080792367,0.87224412,0,SSS
388,180574157,69,2,mBertie,71,0.007651891,0.025231387,0.127176389,0.837751925,0,SSS
389,181536431,50,11,mBertram,12,0.011312885,0.004687742,0.034085229,0.948370159,0,SSS
390,182347730,74,5,fBeryl,30,0.016731307,0.021440519,0.060653981,0.899162531,0,C
391,182350276,23,5,fBess,83,0.466690421,0.012128952,0.01462717,0.504921615,1,SSS
392,182605580,25,0,fBeth,98,0.087197259,0.005547076,0.069940835,0.835405707,1,SSS
393,182863377,22,5,fBethan,4,0.600324094,0.013691428,0.028805465,0.355304748,0,SSS
394,184267873,9,2,fBethanie,0,0.188039362,0.016332686,0.019727893,0.77429986,0,SSS
395,185788468,69,5,fBethany,93,0.024662528,0.00846936,0.069681562,0.89469552,0,SSS
396,186538560,44,12,fBetsy,52,0.544303477,0.003474703,0.012240295,0.439066529,1,SSS
397,186993512,53,12,fBettina,78,0.024500567,0.009932154,0.068011619,0.895250857,1,SSS
398,187043215,47,11,fBetty,41,0.034392308,0.006321052,0.079689384,0.877250254,0,C
399,187364170,71,5,mBev,48,0.139730498,0.00962891,0.06904874,0.779203057,1,SSS
400,187884675,36,11,mBevan,80,0.003060035,0.010262887,0.118411057,0.866630137,1,C
401,187982150,64,3,fBeverly,28,0.023330456,0.006659473,0.070105486,0.89787519,0,SSS
402,188201477,62,12,fBeyonce,96,0.00343887,0.08533629,0.038940463,0.869105518,0,SSS
403,188967987,41,11,fBianca,61,0.016359385,0.006337151,0.055167243,0.920678556,1,SSS
404,189295442,28,11,mBill,54,0.023590103,0.006960878,0.046971824,0.920400977,1,C
405,189431245,56,2,fBillie,22,0.003000037,0.011389022,0.114042893,0.870301843,1,SSS
406,189837841,38,9,mBilly,8,0.009447241,0.004524973,0.058672179,0.925937057,0,C
407,190939668,64,11,mBjorn,75,0.345821559,0.003642065,0.008719788,0.640868187,0,C
408,191207011,28,11,mBladen,14,0.024028324,0.010347342,0.058605898,0.904361129,0,C
409,191232865,62,5,mBlain,57,0.004037321,0.013839012,0.077955276,0.902401507,0,SSS
410,191240530,43,5,mBlaine,93,0.022146853,0.019512542,0.025392761,0.931049824,0,SSS
411,191927158,61,0,mBlair,85,0.009320465,0.005435578,0.091013379,0.892495096,1,SSS
412,192533695,43,5,fBlair,27,0.017226294,0.00769922,0.112754568,0.859906316,1,SSS
413,192768531,57,10,fBlaire,36,0.006414756,0.192108661,0.691984475,0.107254736,1,SSS
414,193996297,20,12,mBlaise,6,0.006286905,0.63748014,0.274511606,0.079553045,1,SSS
415,194335835,55,5,mBlake,87,0.003507189,0.004870839,0.000633883,0.019635323,0,SSS
416,194706945,57,11,fBlake,47,0.000277604,0.003010862,0.004937503,0.006782845,0,SS
417,195302966,20,14,fBlakely,40,0.003393312,0.007493758,0.001399377,0.035318412,1,SSS
418,195346865,12,2,fBlanche,24,0.001209493,0.006585621,0.005225915,0.048078068,1,SSS
419,195815638,14,11,fBlaze,3,0.000829877,0.000626464,0.000534813,0.014135672,0,C
420,196406353,11,0,mBlaze,28,0.000126913,0.00225461,0.00028429,0.007230611,1,SSS
421,196618454,38,0,fBlessing,47,0.000409856,0.000852641,0.001843992,0.005499186,0,SSS
422,196822628,28,5,fBliss,93,0.000523228,0.002562639,0.000922006,0.020995205,1,SSS
423,197223022,29,2,fBloom,91,0.001233871,0.001273135,0.000782667,0.050904419,0,SSS
424,198107063,2,0,fBlossom,65,0.000286359,0.000744789,0.000739164,0.007274972,0,SSS
425,198645614,2,11,mBlue,49,0.003075005,0.000685261,0.000902051,0.014980535,1,C
426,198802340,70,5,fBlythe,22,0.002725332,0.005024689,0.000608247,0.038860817,1,SSS
427,198997911,7,17,mBob,63,0.013695725,0.007600609,0.001856827,0.075876214,1,C
428,199732240,56,11,fBobbi,47,0.000676952,0.002264241,0.001854017,0.015006433,0,C
429,200675095,70,17,fBobbie,91,0.000132164,0.002053717,0.000157281,0.005698743,1,SSS
430,201054148,23,11,fBobby,89,0.000230638,0.000291281,0.000146094,0.005298094,1,C
431,201434438,71,5,mBobby,2,0.001834324,0.001790942,0.000668072,0.058608528,0,SSS
432,201608143,41,10,mBodie,38,0.000178778,0.001716891,0.000214222,0.004312389,1,C
433,202383006,65,0,fBonita,92,0.001459771,0.000664799,0.000338972,0.011608864,1,SSS
434,202856081,65,11,fBonnie,57,0.000425017,0.000462857,0.001198096,0.009379065,0,SSS
435,203067930,50,5,fBonquesha,31,0.000315727,0.001532928,0.000575996,0.004959989,0,SSS
436,203346791,17,5,mBoris,99,0.000497497,0.011834484,0.000759009,0.021865586,1,SSS
437,205129241,70,5,mBoston,23,0.000164225,0.001270007,0.001540019,0.017762778,0,SSS
438,205508754,17,12,mBowen,44,0.000664621,0.023496522,0.001035392,0.017032025,1,SSS
439,207081036,0,2,mBoyd,14,9.77E-05,0.000742695,0.000487933,0.00270378,1,SSS
440,207210491,47,11,mBrad,13,0.000437172,0.002670658,0.001501369,0.005390503,1,SSS
441,207241268,35,3,mBraden,34,0.000278813,0.000865783,0.000836931,0.009341402,1,SSS
442,207370900,71,11,mBradford,69,0.000465932,0.000928623,0.001688013,0.015080559,0,C
443,207715512,58,0,mBradley,65,0.001268665,0.003499094,0.001207931,0.013110364,0,SSS
444,208707268,4,12,mBradwin,42,0.000707421,0.001458329,0.002326239,0.082218185,1,SSS
445,208866852,66,12,mBrady,54,0.001357974,0.00135157,0.000839533,0.012468472,0,SSS
446,209666410,7,5,mBraeden,74,0.001523295,0.003134629,0.000518066,0.019078605,1,SSS
447,209711081,7,8,fBraelyn,99,0.000166268,0.000923583,0.001500823,0.002916421,1,SSS
448,210167448,45,11,mBram,27,0.001082727,0.001526278,0.000834711,0.039599236,1,C
449,210383067,32,11,mBranden,44,0.001483336,0.007726369,0.005847711,0.117061175,1,C
450,210460213,69,2,fBrandi,63,0.000373748,0.001144754,0.00076399,0.019750196,1,SSS
451,210467886,16,11,mBrandon,40,0.006307705,0.005256323,0.003066419,0.130023956,0,C
452,211078607,38,11,fBrandy,77,0.000524041,0.001996877,0.00213421,0.005600671,1,SSS
453,211101804,34,8,mBrantley,18,0.000816442,0.001341134,0.007211288,0.014357553,0,C
454,211671248,36,11,mBraxton,42,0.001240321,0.000763747,0.000862569,0.009648293,1,SSS
455,212997759,46,12,mBrayan,6,0.000296973,0.001825271,0.001257881,0.002022486,1,SSS
456,213159696,21,11,mBrayden,33,0.00064322,0.003278592,0.000384065,0.014931591,1,C
457,213804497,18,11,mBraydon,41,0.000774526,0.000549842,0.000763007,0.016391648,1,C
458,214039235,74,10,fBraylee,45,0.255375415,0.001120223,0.002326021,0.063408412,1,SSS
459,214502750,31,4,mBraylon,87,0.00081524,0.000514235,0.000283546,0.00745428,1,SSS
460,214737721,20,2,fBrea,31,0.000259656,0.002391951,0.0005855,0.003175727,0,SSS
461,215297274,49,11,fBreanna,18,0.00628507,0.004951505,0.000721967,0.055869289,0,C
462,216623780,59,9,fBree,80,0.000766048,0.002502077,0.000468099,0.01013345,1,SSS
463,216706380,60,5,fBreeze,53,0.003073913,0.001004639,0.000505259,0.030976303,0,SSS
464,217067831,38,13,fBrenda,32,0.001044783,0.001796069,0.000702778,0.018228227,0,SSS
465,217914890,18,8,mBrendan,12,0.000877632,0.002037776,0.010735954,0.005800456,0,SSS
466,218099234,37,5,mBrenden,14,0.000664425,0.000836501,0.00065129,0.012190072,0,SSS
467,218481195,0,10,mBrendon,49,0.000319489,0.001819973,0.000369122,0.01138305,1,C
468,219126679,67,4,fBrenna,73,0.001055976,0.006243722,0.001309983,0.012192967,1,SSS
469,219188609,14,11,mBrennan,22,0.000426227,0.000935137,0.001577431,0.004807079,1,SSS
470,219879421,35,5,mBrent,89,0.003533468,0.011576273,0.008557559,0.224476635,0,SSS
471,220656222,70,5,mBrenton,59,0.003552276,0.000998014,0.000821915,0.018928144,1,SSS
472,220729412,8,5,mBret,95,0.000750433,0.000925381,0.003441209,0.00999197,1,SSS
473,222277300,7,11,mBrett,70,0.005305191,0.00239952,0.002045811,0.024224469,1,SSS
474,222738122,21,10,mBrevin,56,0.000477377,0.001359517,0.001475826,0.012369434,1,C
475,222933109,51,5,mBrevyn,97,0.002547714,0.001238089,0.000750805,0.031316206,1,SSS
476,223108316,75,9,fBria,35,0.001312344,0.003043743,0.000657734,0.044277944,0,SSS
477,223377099,64,5,mBrian,88,0.000291956,0.000653633,0.000454625,0.02039508,0,C
478,223500246,5,2,fBriana,74,0.000371058,0.001885931,0.00056556,0.005819308,1,SSS
479,223774194,45,12,fBrianna,16,0.000547812,0.003937625,0.000844231,0.007285795,0,SSS
480,224754756,34,12,fBrianne,62,0.000492683,0.000418585,0.000428815,0.014450789,0,SSS
481,224819809,55,5,fBriar,71,0.000138532,0.000799045,0.000226985,0.007721855,0,SSS
482,225147557,7,11,mBrice,55,0.000697612,0.00219812,0.001526543,0.007512586,1,SSS
483,225803089,31,11,fBridget,1,0.000229987,0.001938083,0.000298667,0.008278443,1,C
484,225865950,23,11,fBridgette,45,0.000270355,0.001028443,0.000170658,0.011146486,0,C
485,226496467,27,5,mBridie,12,0.000181955,0.000689586,0.00016245,0.004585812,0,SSS
486,226901265,27,2,fBridie,81,0.001746264,0.001073169,0.020434253,0.031334642,1,SSS
487,228060049,45,5,fBriella,87,0.000229855,0.001726481,0.009134353,0.004571885,0,SSS
488,228182297,55,9,fBrielle,11,0.000368919,0.000261547,0.000294841,0.009305235,0,C
489,230631274,60,4,mBrighton,39,0.000864986,0.0031137,0.00041592,0.013023912,0,SSS
490,231491791,36,11,fBrigid,17,0.005231586,0.003442628,0.000922524,0.037242573,0,C
491,232081513,61,11,fBriley,52,0.000337637,0.003421103,0.001338716,0.004346405,1,C
492,232187018,36,11,fBrinley,86,0.000198564,0.002820454,0.000424362,0.004638876,0,SSS
493,232516341,75,0,mBrinley,54,0.013664936,0.007554984,0.002906826,0.034210835,1,SSS
494,233680372,14,2,fBriony,25,0.009355116,0.022596503,0.04828031,0.482841223,1,SSS
495,234672002,51,11,fBrisa,79,0.000319949,0.00066127,0.00031973,0.007480321,1,C
496,234681025,0,2,fBristol,51,0.000159978,0.001844651,0.000265059,0.021359911,0,SSS
497,235229177,11,12,fBritney,26,0.002430387,0.002276124,0.002604148,0.015876785,1,SSS
498,235368607,59,17,fBritt,67,0.00135011,0.002454527,0.000374456,0.006543246,0,SSS
499,236424727,72,12,fBrittany,41,0.003495898,0.00123432,0.002188231,0.008184886,0,SSS
500,236779781,51,9,fBrittney,83,0.00856709,0.009643304,0.002195241,0.019900605,1,C
501,236880825,74,9,mBrock,53,0.00037324,0.004692791,0.004318117,0.020045199,1,SSS
502,237140164,22,5,mBrodie,13,0.000348556,0.000240609,0.00118204,0.017147524,0,SSS
503,237199851,9,5,mBrody,14,0.000279433,0.000313217,0.000586766,0.006919069,1,SSS
504,238637939,56,12,mBrogan,61,0.001844173,0.00068755,0.000960039,0.046250634,0,SSS
505,239061787,29,11,fBrogan,50,0.000355334,0.000594913,0.000645471,0.00476624,1,SSS
506,239232586,73,8,fBronagh,37,0.000163162,0.000580485,0.000933223,0.002237913,1,SSS
507,239236082,4,19,mBronson,85,0.001004427,0.000207437,0.000734748,0.002821205,1,SSS
508,239387936,42,4,fBronte,59,0.000450591,0.000379844,0.000702966,0.001950176,1,SSS
509,240219997,39,4,fBronwen,20,0.000884574,0.00029249,0.000592839,0.004781177,0,SSS
510,240392360,74,3,fBronwyn,23,0.008531704,0.02402818,0.026859999,0.446564913,0,SSS
511,240918338,4,5,fBrook,66,0.000658492,0.000415827,0.000731199,0.00961838,0,SSS
512,241664711,14,5,fBrooke,93,0.000322625,0.001198738,0.001175653,0.015344808,0,SSS
513,242234409,1,2,fBrooklyn,79,0.000253683,0.005649521,0.00084927,0.003095648,0,SSS
514,242729106,44,2,fBrooklynn,12,0.003666985,0.00114604,0.004301449,0.022868285,0,SSS
515,242867426,8,5,mBrooks,73,0.000351661,0.000885663,0.00058076,0.008296927,0,SSS
516,243521464,21,5,mBruce,10,0.000712341,0.004385887,0.000763253,0.007895744,1,SSS
517,243563367,62,2,mBruno,52,0.004510816,0.00612702,0.026567167,0.35886097,0,SSS
518,243587902,1,14,mBryan,72,0.000382781,0.001049339,0.007321286,0.018610025,1,SSS
519,243789405,62,11,fBryanna,95,0.002958165,0.004884574,0.001423775,0.064192615,0,C
520,243845370,29,0,mBryant,29,0.000286438,0.003142628,0.000875268,0.02071319,1,SSS
521,245517982,53,5,mBryce,2,0.015247186,0.000882793,0.001843252,0.109258898,1,SSS
522,245720891,74,11,mBryden,4,0.002011178,0.002345823,0.000407817,0.009977103,1,C
523,245800232,24,14,mBrydon,72,0.000171146,0.002616911,0.001196982,0.002002163,1,SSS
524,246120402,64,5,fBrylee,58,0.034360848,0.005118266,0.004157714,0.247739717,0,SSS
525,246373582,59,12,fBryn,72,0.000267933,0.002597791,0.000311026,0.004509788,0,SSS
526,247160753,74,11,fBrynlee,79,0.001794529,0.002907726,0.001201693,0.033023864,0,SSS
527,247576004,44,2,fBrynn,86,0.000137716,0.00027281,0.000671394,0.005183778,1,SSS
528,247942982,29,12,mBryon,58,0.000244551,0.00099151,0.000271309,0.004914564,1,SSS
529,248782102,10,8,fBryony,42,0.000194675,0.00295851,0.001026691,0.005326715,0,SSS
530,249897161,21,2,mBryson,92,0.000556053,0.001057211,0.000887825,0.016549394,0,SSS
531,250115004,65,11,mBuck,19,0.000110253,0.000882507,0.001012175,0.002947391,1,SSS
532,250239080,26,4,mBuddy,32,0.001265882,0.002839407,0.00123096,0.04059682,0,SSS
533,252518389,54,5,fBunty,85,0.00134529,0.002405615,0.000805795,0.014324351,1,SSS
534,252634019,32,14,mBurt,56,0.005499681,0.002643636,0.003777331,0.005756621,1,SSS
535,252679934,65,12,mBurton,94,0.001281546,0.005627214,0.00181131,0.018496521,0,SSS
536,252988494,68,11,mBuster,76,0.00010544,0.001322264,0.000485908,0.005133525,1,C
537,253266642,62,7,mButch,17,0.000518803,0.005223206,0.001083623,0.007467363,0,SSS
